timestamp,path,name,download (in secs),MB,min,url
20201030 09:06:16,D:\musica\reloaded\20201028_epcc.mp3,epcc,5,46,50,https://media.deejay.it/2020/10/28/episodes/catteland/20201028.mp3
20201030 09:06:27,D:\musica\reloaded\20201029_cr31.mp3,cr31,9,81,88,https://media.deejay.it/2020/10/29/episodes/chiamate_roma_triuno_triuno/20201029.mp3
20201030 09:06:38,D:\musica\reloaded\20201029_djci.mp3,djci,11,84,92,https://media.deejay.it/2020/10/29/episodes/deejay_chiama_italia/20201029.mp3
20201030 09:06:46,D:\musica\reloaded\20201029_epcc.mp3,epcc,6,43,47,https://media.deejay.it/2020/10/29/episodes/catteland/20201029.mp3
20201030 20:38:57,D:\musica\reloaded\20201030_cr31.mp3,cr31,9,80,88,https://media.deejay.it/2020/10/30/episodes/chiamate_roma_triuno_triuno/20201030.mp3
20201030 20:39:07,D:\musica\reloaded\20201030_djci.mp3,djci,10,84,92,https://media.deejay.it/2020/10/30/episodes/deejay_chiama_italia/20201030.mp3
20201030 20:39:13,D:\musica\reloaded\20201030_epcc.mp3,epcc,6,42,46,https://media.deejay.it/2020/10/30/episodes/catteland/20201030.mp3
20201102 22:42:19,D:\musica\reloaded\20201031_djfc.mp3,djfc,11,48,52,https://media.deejay.it/2020/10/31/episodes/deejay_football_club/20201031.mp3
20201102 22:42:25,D:\musica\reloaded\20201101_djtc.mp3,djtc,6,45,50,https://media.deejay.it/2020/11/01/episodes/deejay_training_center/20201101.mp3
20201102 22:42:35,D:\musica\reloaded\20201102_cr31.mp3,cr31,9,80,88,https://media.deejay.it/2020/11/02/episodes/chiamate_roma_triuno_triuno/20201102.mp3
20201102 22:42:47,D:\musica\reloaded\20201102_djci.mp3,djci,11,89,97,https://media.deejay.it/2020/11/02/episodes/deejay_chiama_italia/20201102.mp3
20201102 22:42:55,D:\musica\reloaded\20201102_epcc.mp3,epcc,7,42,46,https://media.deejay.it/2020/11/02/episodes/catteland/20201102.mp3
20201103 15:46:29,D:\musica\reloaded\20201103_cr31.mp3,cr31,9,79,87,https://media.deejay.it/2020/11/03/episodes/chiamate_roma_triuno_triuno/20201103.mp3
20201103 15:46:39,D:\musica\reloaded\20201103_djci.mp3,djci,10,86,94,https://media.deejay.it/2020/11/03/episodes/deejay_chiama_italia/20201103.mp3
20201104 14:19:56,D:\musica\reloaded\20201104_cr31.mp3,cr31,9,77,84,https://media.deejay.it/2020/11/04/episodes/chiamate_roma_triuno_triuno/20201104.mp3
20201104 14:20:06,D:\musica\reloaded\20201104_djci.mp3,djci,10,84,92,https://media.deejay.it/2020/11/04/episodes/deejay_chiama_italia/20201104.mp3
20201105 18:30:17,D:\musica\reloaded\20201105_cr31.mp3,cr31,9,78,85,https://media.deejay.it/2020/11/05/episodes/chiamate_roma_triuno_triuno/20201105.mp3
20201105 18:30:27,D:\musica\reloaded\20201105_djci.mp3,djci,10,84,92,https://media.deejay.it/2020/11/05/episodes/deejay_chiama_italia/20201105.mp3
20201105 18:30:32,D:\musica\reloaded\20201105_epcc.mp3,epcc,5,41,45,https://media.deejay.it/2020/11/05/episodes/catteland/20201105.mp3
20201106 14:32:16,D:\musica\reloaded\20201106_cr31.mp3,cr31,10,83,91,https://media.deejay.it/2020/11/06/episodes/chiamate_roma_triuno_triuno/20201106.mp3
20201106 14:32:28,D:\musica\reloaded\20201106_djci.mp3,djci,11,84,92,https://media.deejay.it/2020/11/06/episodes/deejay_chiama_italia/20201106.mp3
20201106 14:32:34,D:\musica\reloaded\20201106_epcc.mp3,epcc,5,42,46,https://media.deejay.it/2020/11/06/episodes/catteland/20201106.mp3
20201107 14:00:00,D:\musica\reloaded\20201107_djfc.mp3,djfc,6,53,58,https://media.deejay.it/2020/11/07/episodes/deejay_football_club/20201107.mp3
20201110 08:21:16,D:\musica\reloaded\20201108_djtc.mp3,djtc,9,41,45,https://media.deejay.it/2020/11/08/episodes/deejay_training_center/20201108.mp3
