timestamp        ,path                                 ,name,download (in secs),MB ,min,url
20191026 18:09:33,/home/biadmin/Music/20191026_djfc.mp3,djfc,8                 ,57 ,63 ,https://media.deejay.it/2019/10/26/episodes/deejay_football_club/20191026.mp3
20191028 11:22:46,/home/biadmin/Music/20191028_cr31.mp3,cr31,8                 ,85 ,93 ,https://media.deejay.it/2019/10/28/episodes/chiamate_roma_triuno_triuno/20191028.mp3
20191028 12:39:10,/home/biadmin/Music/20191028_djci.mp3,djci,14                ,89 ,98 ,https://media.deejay.it/2019/10/28/episodes/deejay_chiama_italia/20191028.mp3
20191028 14:20:04,/home/biadmin/Music/20191028_epcc.mp3,epcc,12                ,47 ,52 ,https://media.deejay.it/2019/10/28/episodes/catteland/20191028.mp3
20191029 09:08:25,/home/biadmin/Music/20191028_niki.mp3,niki,14                ,74 ,81 ,https://media.deejay.it/2019/10/28/episodes/tropical_pizza/20191028.mp3
20191029 10:31:23,/home/biadmin/Music/20191029_cr31.mp3,cr31,14                ,85 ,93 ,https://media.deejay.it/2019/10/29/episodes/chiamate_roma_triuno_triuno/20191029.mp3
20191029 13:54:16,/home/biadmin/Music/20191029_djci.mp3,djci,13                ,92 ,101,https://media.deejay.it/2019/10/29/episodes/deejay_chiama_italia/20191029.mp3
20191029 13:54:20,/home/biadmin/Music/20191029_epcc.mp3,epcc,4                 ,47 ,51 ,https://media.deejay.it/2019/10/29/episodes/catteland/20191029.mp3
20191029 17:28:56,/home/biadmin/Music/20191029_niki.mp3,niki,22                ,73 ,80 ,https://media.deejay.it/2019/10/29/episodes/tropical_pizza/20191029.mp3
20191030 10:12:29,/home/biadmin/Music/20191030_cr31.mp3,cr31,11                ,85 ,93 ,https://media.deejay.it/2019/10/30/episodes/chiamate_roma_triuno_triuno/20191030.mp3
20191030 12:24:10,/home/biadmin/Music/20191030_djci.mp3,djci,15                ,90 ,98 ,https://media.deejay.it/2019/10/30/episodes/deejay_chiama_italia/20191030.mp3
20191030 15:12:05,/home/biadmin/Music/20191030_epcc.mp3,epcc,6                 ,45 ,49 ,https://media.deejay.it/2019/10/30/episodes/catteland/20191030.mp3
20191030 17:22:20,/home/biadmin/Music/20191030_niki.mp3,niki,17                ,69 ,76 ,https://media.deejay.it/2019/10/30/episodes/tropical_pizza/20191030.mp3
20191031 09:38:32,/home/biadmin/Music/20191031_cr31.mp3,cr31,11                ,84 ,93 ,https://media.deejay.it/2019/10/31/episodes/chiamate_roma_triuno_triuno/20191031.mp3
